時間,開盤價,最高價,最低價,收盤價,外資及陸資交易買口,外資及陸資交易賣口,外資及陸資交易淨口,投信交易買口,投信交易賣口,投信交易淨口,自營商交易買口,自營商交易賣口,自營商交易淨口,外資及陸資未平倉買口,外資及陸資未平倉賣口,外資及陸資未平倉淨口,投信未平倉買口,投信未平倉賣口,投信未平倉淨口,自營商未平倉買口,自營商未平倉賣口,自營商未平倉淨口,前十大法人買口,前十大法人賣口,前十大特定法人買口,前十大特定法人賣口,前五大法人買口,前五大法人賣口,前五大特定法人買口,前五大特定法人賣口
2010-06-22,7480,7506,7468,7481,5969口,7402口,-1433口,180口,33口,147口,9542口,9858口,-316口,26260口,17711口,8549口,1392口,1648口,-256口,6401口,5703口,698口,29189口,20550口,24059口,14287口,21901口,13653口,19547口,9252口
2010-06-23,7430,7478,7388,7433,11171口,16126口,-4955口,68口,81口,-13口,18788口,18293口,495口,26602口,23109口,3493口,1398口,1667口,-269口,6336口,5477口,859口,28587口,21757口,22459口,17656口,21766口,13706口,19410口,11483口
2010-06-24,7431,7456,7398,7428,5645口,5168口,477口,40口,25口,15口,12738口,12975口,-237口,26991口,23063口,3928口,1420口,1674口,-254口,6224口,5603口,621口,29143口,21523口,23830口,17417口,22052口,13471口,19692口,11244口
2010-06-25,7341,7385,7302,7322,12994口,12118口,876口,77口,946口,-869口,20345口,21303口,-958口,26901口,22105口,4796口,1448口,2571口,-1123口,5186口,5717口,-531口,28862口,21083口,24723口,16888口,22023口,13364口,19649口,9169口
2010-06-28,7334,7375,7326,7363,6819口,5154口,1665口,135口,542口,-407口,9915口,10030口,-115口,28392口,21929口,6463口,1435口,2965口,-1530口,5170口,5761口,-591口,29193口,21057口,25081口,16890口,22021口,13357口,19646口,9190口
2010-06-29,7393,7453,7251,7254,13069口,16041口,-2972口,216口,909口,-693口,30070口,30779口,-709口,26101口,22661口,3440口,1430口,3653口,-2223口,5042口,6536口,-1494口,28681口,21289口,24633口,15458口,21931口,13255口,19538口,10995口
2010-06-30,7126,7168,7092,7153,11397口,7250口,4147口,407口,505口,-98口,17001口,17014口,-13口,27572口,20003口,7569口,1427口,3748口,-2321口,5226口,6667口,-1441口,29127口,22165口,25094口,11915口,22500口,13515口,20105口,6727口
2010-07-01,7123,7147,7061,7100,10740口,10585口,155口,248口,228口,20口,23629口,24324口,-695口,27399口,19701口,7698口,1442口,3743口,-2301口,4964口,7328口,-2364口,29287口,22972口,25231口,12222口,22684口,14488口,20281口,7227口
2010-07-02,7135,7216,7116,7161,12006口,10600口,1406口,133口,65口,68口,21807口,21420口,387口,28241口,19129口,9112口,1485口,3718口,-2233口,5286口,7652口,-2366口,29107口,23199口,25100口,12020口,22695口,15162口,20298口,7265口
2010-07-05,7185,7325,7168,7322,11514口,10794口,720口,1655口,70口,1585口,25603口,24214口,1389口,28966口,19149口,9817口,1815口,2463口,-648口,6226口,7301口,-1075口,29405口,23113口,24075口,13938口,22154口,14931口,19764口,7474口
2010-07-06,7262,7458,7246,7455,10181口,12346口,-2165口,78口,177口,-99口,29170口,26899口,2271口,29251口,21573口,7678口,1772口,2519口,-747口,6843口,6020口,823口,30599口,23560口,25025口,16983口,22638口,15823口,20252口,10913口
2010-07-07,7436,7455,7406,7448,8834口,8293口,541口,162口,340口,-178口,13764口,14430口,-666口,29077口,20862口,8215口,1922口,2837口,-915口,6967口,6745口,222口,30584口,21139口,25171口,15269口,22576口,13337口,20193口,9129口
2010-07-08,7568,7571,7500,7535,11198口,12551口,-1353口,48口,103口,-55口,22298口,21156口,1142口,30184口,23488口,6696口,1918口,2888口,-970口,8843口,7391口,1452口,31989口,21909口,24410口,16143口,22264口,13557口,22264口,9313口
2010-07-09,7540,7582,7522,7566,8196口,7821口,375口,245口,151口,94口,13711口,14083口,-372口,31100口,23889口,7211口,1959口,2835口,-876口,9009口,7261口,1748口,32259口,21279口,26849口,15557口,22138口,12907口,22138口,8660口
2010-07-12,7590,7654,7528,7531,12556口,11438口,1118口,337口,213口,124口,23194口,24581口,-1387口,32296口,23887口,8409口,1996口,2749口,-753口,8117口,7887口,230口,32099口,20874口,28435口,13796口,22643口,13089口,22643口,8699口
2010-07-13,7589,7603,7517,7558,8507口,7466口,1041口,112口,109口,3口,19942口,19422口,520口,33408口,23949口,9459口,2067口,2818口,-751口,8314口,7538口,776口,33402口,20584口,27821口,15100口,22502口,12640口,22502口,10393口
2010-07-14,7660,7703,7645,7700,10185口,9167口,1018口,215口,563口,-348口,20136口,19291口,845口,34497口,24022口,10475口,2208口,3302口,-1094口,8951口,7364口,1587口,34786口,20788口,30229口,15038口,23896口,13163口,23896口,8800口
2010-07-15,7677,7728,7668,7707,9123口,9828口,-705口,194口,123口,71口,16545口,16598口,-53口,34487口,24665口,9822口,2208口,3231口,-1023口,8657口,7017口,1640口,34063口,20900口,28564口,15270口,23676口,13007口,23676口,8764口
2010-07-16,7701,7715,7635,7670,13586口,13803口,-217口,348口,324口,24口,24837口,26010口,-1173口,33980口,24363口,9617口,2162口,3162口,-1000口,7954口,7491口,463口,33745口,21285口,29543口,15276口,23354口,13386口,23354口,8764口
2010-07-19,7601,7673,7591,7657,16102口,18160口,-2058口,925口,885口,40口,16278口,16615口,-337口,33652口,26276口,7376口,2170口,3130口,-960口,7773口,7602口,171口,33692口,22174口,29414口,16065口,23382口,13791口,23382口,9069口
2010-07-20,7647,7746,7635,7711,33088口,33678口,-590口,1741口,1493口,248口,27612口,26240口,1372口,34916口,28139口,6777口,2186口,2898口,-712口,7942口,6530口,1412口,34916口,22924口,30781口,20590口,25004口,14903口,25004口,12569口
2010-07-21,7758,7758,7683,7687,13535口,16174口,-2639口,1511口,1164口,347口,20704口,21198口,-494口,23182口,16562口,6620口,2277口,2314口,-37口,2768口,6052口,-3284口,25964口,15975口,22690口,12600口,20432口,9852口,17972口,7525口
2010-07-22,7585,7614,7536,7561,11830口,11046口,784口,126口,41口,85口,18069口,18349口,-280口,24525口,17089口,7436口,2271口,2223口,48口,2981口,6486口,-3505口,26646口,15994口,23339口,12419口,20564口,9657口,18085口,7313口
2010-07-23,7647,7703,7635,7678,13095口,12631口,464口,283口,87口,196口,17192口,15736口,1456口,24928口,16863口,8065口,2332口,2088口,244口,3984口,6194口,-2210口,26965口,16341口,23209口,12540口,20843口,9659口,18353口,7310口
2010-07-26,7715,7728,7682,7708,7811口,8787口,-976口,117口,61口,56口,11064口,10877口,187口,24236口,17154口,7082口,2340口,2040口,300口,4328口,6351口,-2023口,26878口,15957口,23190口,12195口,20639口,9332口,18154口,6982口
2010-07-27,7730,7733,7642,7659,9563口,14491口,-4928口,400口,226口,174口,18557口,17690口,867口,24255口,22116口,2139口,2522口,2048口,474口,4586口,6067口,-1481口,27051口,19550口,23498口,17198口,20488口,12896口,17987口,10544口
2010-07-28,7679,7732,7635,7720,12028口,6144口,5884口,177口,137口,40口,15749口,16035口,-286口,28714口,20629口,8085口,2578口,2064口,514口,4556口,6228口,-1672口,29139口,19672口,25423口,16047口,21015口,12923口,18546口,10573口
2010-07-29,7720,7731,7668,7708,7165口,9071口,-1906口,19口,214口,-195口,18266口,17618口,648口,26672口,20438口,6234口,2574口,2255口,319口,5029口,6052口,-1023口,29099口,20258口,25369口,17910口,21109口,13375口,18625口,11027口
2010-07-30,7685,7699,7638,7680,13773口,11781口,1992口,40口,374口,-334口,17299口,17785口,-486口,28484口,20287口,8197口,2563口,2578口,-15口,4420口,6090口,-1670口,30000口,20634口,27521口,15549口,21296口,13555口,18817口,11202口
2010-08-02,7748,7878,7746,7866,14020口,14177口,-157口,745口,92口,653口,22563口,20532口,2031口,28919口,20792口,8127口,2550口,1912口,638口,5983口,5472口,511口,30394口,21030口,24723口,18674口,21722口,14140口,19247口,11784口
2010-08-03,7911,7916,7868,7912,8275口,9371口,-1096口,311口,108口,203口,11333口,10396口,937口,29160口,22136口,7024口,2559口,1718口,841口,6510口,5072口,1438口,30792口,20980口,25167口,18621口,22385口,14187口,19907口,11828口
2010-08-04,7886,7928,7872,7913,11482口,10858口,624口,30口,47口,-17口,15329口,15747口,-418口,28936口,21412口,7524口,2562口,1738口,824口,5597口,4599口,998口,30812口,21179口,26266口,18815口,22302口,14302口,19819口,11938口
2010-08-05,7960,7960,7875,7911,11889口,13672口,-1783口,96口,136口,-40口,18716口,17619口,1097口,28737口,23068口,5669口,2565口,1781口,784口,6490口,4458口,2032口,31244口,21486口,26140口,19012口,22576口,14482口,19983口,12008口
2010-08-06,7890,7932,7880,7928,8185口,8775口,-590口,31口,21口,10口,13850口,14218口,-368口,29132口,24072口,5060口,2565口,1771口,794口,6285口,4637口,1648口,31251口,22066口,26306口,19593口,22758口,14824口,20166口,12351口
2010-08-09,7911,8001,7911,7986,12343口,10280口,2063口,244口,103口,141口,17124口,17656口,-532口,30577口,23454口,7123口,2536口,1601口,935口,6028口,4933口,1095口,32382口,21777口,27387口,19307口,22901口,14862口,20309口,12392口
2010-08-10,7998,7998,7933,7936,9055口,11086口,-2031口,60口,50口,10口,14606口,14601口,5口,30014口,25047口,4967口,2542口,1597口,945口,5423口,4430口,993口,33017口,22236口,28090口,19767口,23141口,15005口,23141口,12536口
2010-08-11,7886,7930,7833,7856,18929口,19595口,-666口,371口,296口,75口,26583口,26964口,-381口,30225口,26083口,4142口,2676口,1656口,1020口,5122口,4686口,436口,32398口,22774口,26459口,20294口,23601口,15146口,20999口,12666口
2010-08-12,7778,7824,7764,7801,14040口,16173口,-2133口,304口,308口,-4口,19987口,18704口,1283口,30254口,28322口,1932口,2729口,1713口,1016口,6336口,4869口,1467口,33751口,25171口,26679口,22670口,24119口,17287口,21494口,14786口
2010-08-13,7816,7925,7803,7913,18522口,17607口,915口,177口,77口,100口,25140口,23643口,1497口,32034口,29085口,2949口,2727口,1611口,1116口,7368口,4377口,2991口,35165口,25322口,28058口,22824口,25530口,17271口,22904口,14773口
2010-08-16,7843,7957,7830,7946,24909口,23734口,1175口,1184口,1011口,173口,19856口,21052口,-1196口,33411口,29394口,4017口,2717口,1429口,1288口,6870口,5209口,1661口,35296口,25212口,28809口,22716口,26229口,17144口,23605口,14648口
2010-08-17,7935,7965,7925,7939,25421口,23989口,1432口,964口,1005口,-41口,15443口,16039口,-596口,34308口,28781口,5527口,2719口,1472口,1247口,6577口,5557口,1020口,35455口,24503口,29403口,22097口,25987口,16855口,23453口,14449口
2010-08-18,7969,7971,7900,7918,26538口,29103口,-2565口,1745口,1695口,50口,24485口,25938口,-1453口,25427口,22585口,2842口,2724口,1119口,1605口,2722口,3852口,-1130口,28981口,21269口,24956口,18863口,23799口,14844口,21265口,12438口
2010-08-19,7899,7922,7847,7918,10381口,9000口,1381口,80口,86口,-6口,18121口,17791口,330口,26672口,22463口,4209口,2744口,1145口,1599口,2945口,3711口,-766口,29656口,21802口,25486口,19395口,24130口,15208口,21595口,12801口
2010-08-20,7883,7900,7860,7888,8243口,8930口,-687口,30口,105口,-75口,9844口,10500口,-656口,26419口,22908口,3511口,2724口,1200口,1524口,2537口,3944口,-1407口,29420口,21809口,25449口,18252口,24307口,15139口,21772口,12732口
2010-08-23,7880,8003,7874,7951,14814口,15249口,-435口,148口,59口,89口,19743口,19730口,13口,28888口,26039口,2849口,2786口,1173口,1613口,3250口,4443口,-1193口,30456口,25155口,26161口,22748口,24457口,17479口,21922口,15072口
2010-08-24,7920,7956,7884,7885,10440口,13715口,-3275口,113口,96口,17口,18068口,17996口,72口,28362口,28824口,-462口,2840口,1210口,1630口,3256口,4461口,-1205口,30621口,26575口,27019口,24164口,24640口,17805口,22101口,15394口
2010-08-25,7843,7844,7673,7680,21027口,22973口,-1946口,70口,355口,-285口,31586口,32607口,-1021口,28168口,30725口,-2557口,2790口,1445口,1345口,3005口,5699口,-2694口,29383口,27865口,26846口,23769口,23827口,18070口,21290口,15659口
2010-08-26,7672,7696,7621,7622,13108口,12292口,816口,93口,771口,-678口,16734口,17455口,-721口,29623口,31365口,-1742口,2665口,1998口,667口,3196口,6846口,-3650口,30271口,29999口,27735口,23256口,23796口,19042口,21260口,19042口
2010-08-27,7611,7676,7605,7660,13984口,13867口,117口,57口,257口,-200口,17121口,15284口,1837口,29844口,31484口,-1640口,2685口,2218口,467口,3994口,5844口,-1850口,30458口,30161口,27922口,23827口,23401口,19642口,20865口,19642口
2010-08-30,7742,7793,7688,7716,19292口,16663口,2629口,65口,379口,-314口,21491口,22331口,-840口,30707口,29696口,1011口,2664口,2511口,153口,4224口,6797口,-2573口,30834口,30711口,28298口,23284口,23358口,19374口,20822口,16628口
2010-08-31,7653,7658,7536,7559,15388口,16010口,-622口,519口,164口,355口,27525口,29338口,-1813口,30514口,30159口,355口,2689口,2181口,508口,3954口,8545口,-4591口,30838口,33502口,28304口,24111口,22571口,21101口,20037口,14122口
2010-09-01,7569,7638,7569,7628,12678口,11215口,1463口,64口,462口,-398口,13102口,12791口,311口,30878口,29089口,1789口,2656口,2546口,110口,3582口,8379口,-4797口,30478口,33425口,27944口,24361口,22223口,20821口,19689口,14169口
2010-09-02,7695,7744,7665,7693,17795口,16159口,1636口,207口,181口,26口,20625口,18948口,1677口,32118口,28693口,3425口,2636口,2500口,136口,5376口,8400口,-3024口,30755口,32332口,28217口,23623口,22468口,20545口,19930口,16969口
2010-09-03,7714,7786,7713,7779,13751口,11882口,1869口,460口,415口,45口,19501口,18463口,1038口,32276口,26932口,5344口,2636口,2455口,181口,5245口,6816口,-1571口,31320口,29648口,28782口,21842口,22782口,18705口,20244口,13311口
2010-09-06,7838,7878,7819,7864,13134口,13335口,-201口,501口,8口,493口,16626口,15158口,1468口,31727口,26536口,5191口,2831口,2157口,674口,5986口,5685口,301口,31422口,28344口,28887口,21436口,23346口,18091口,20811口,13011口
2010-09-07,7860,7874,7843,7853,8264口,7065口,1199口,21口,155口,-134口,9896口,9894口,2口,33355口,26917口,6438口,2762口,2222口,540口,6838口,6495口,343口,32244口,28136口,29709口,21053口,23845口,17888口,21310口,12808口
2010-09-08,7823,7868,7790,7849,18355口,19359口,-1004口,23口,350口,-327口,24207口,22871口,1336口,33656口,28137口,5519口,2736口,2523口,213口,7733口,6183口,1550口,33206口,28869口,29216口,21786口,24333口,18172口,21798口,13092口
2010-09-09,7885,7890,7806,7833,14556口,16085口,-1529口,49口,345口,-296口,18820口,17282口,1538口,33797口,29914口,3883口,2626口,2709口,-83口,8906口,6021口,2885口,34089口,30143口,29776口,21870口,25069口,19592口,22531口,13185口
2010-09-10,7889,7908,7849,7897,15964口,14576口,1388口,208口,203口,5口,16377口,15734口,643口,34480口,29212口,5268口,2567口,2645口,-78口,8365口,4921口,3444口,33642口,29922口,29475口,23515口,25013口,19642口,22474口,15644口
2010-09-13,7943,8110,7934,8108,36986口,41493口,-4507口,1505口,689口,816口,33987口,31061口,2926口,36153口,35357口,796口,2649口,1911口,738口,11291口,5131口,6160口,35062口,29975口,28601口,24424口,24880口,19766口,24880口,16625口
2010-09-14,8117,8135,8088,8121,29650口,29374口,276口,1358口,1010口,348口,13252口,15909口,-2657口,40964口,39863口,1101口,2614口,1528口,1086口,10004口,6449口,3555口,38015口,29808口,33764口,23081口,27684口,18705口,27684口,18705口
2010-09-15,8142,8158,8113,8154,26047口,26579口,-532口,1758口,1742口,16口,20454口,17886口,2568口,23604口,22944口,660口,2547口,1327口,1220口,5800口,2260口,3540口,27362口,21785口,21452口,19372口,21430口,15402口,18877口,12989口
2010-09-16,8145,8163,8062,8071,11020口,15133口,-4113口,27口,233口,-206口,17741口,17637口,104口,23039口,26526口,-3487口,2547口,1533口,1014口,6189口,2556口,3633口,27347口,24707口,21190口,22196口,21723口,17937口,19072口,15426口
2010-09-17,8100,8209,8097,8170,15610口,16402口,-792口,76口,151口,-75口,22869口,19852口,3017口,24491口,28712口,-4221口,2522口,1583口,939口,8843口,2116口,6727口,29536口,26379口,21633口,22607口,22452口,19357口,17005口,16835口
2010-09-20,8155,8195,8135,8179,10486口,9709口,777口,38口,3口,35口,11576口,10856口,720口,25040口,28432口,-3392口,2519口,1545口,974口,9573口,2118口,7455口,30760口,26592口,22232口,24068口,22473口,19339口,16824口,16815口
2010-09-21,8237,8247,8156,8191,8999口,11800口,-2801口,70口,137口,-67口,15696口,15343口,353口,24135口,30361口,-6226口,2519口,1612口,907口,10045口,2316口,7729口,30822口,27867口,21997口,25334口,22543口,19929口,16786口,17396口
